player_rating,opponent_rating,rating_diff,player_acpl,expected_acpl,acpl_gap,num_moves,avg_time_per_move,performance_rating,time_control_seconds,time_control,game_result,opening_eco,opening_family,color_played,is_suspicious
2397,2440,43,40,39,1,24,4.11,1997,180,blitz,loss,A04,A,black,0
2354,2441,87,19,39,-20,51,3.17,2354,180,blitz,draw,B13,B,white,0
2441,2354,87,18,39,-21,51,3.31,2441,180,blitz,draw,B13,B,black,0
2659,2419,240,25,39,-14,80,7.34,3059,600,rapid,win,A08,A,white,0
2419,2659,240,38,39,-1,80,6.81,2019,600,rapid,loss,A08,A,black,0
2650,2632,18,5,39,-34,27,10.56,3050,600,rapid,win,E05,E,white,0
2632,2650,18,17,39,-22,27,19.21,2232,600,rapid,loss,E05,E,black,0
2456,2647,191,21,39,-18,60,9.2,2056,600,rapid,loss,B13,B,white,0
2647,2456,191,4,39,-35,60,7.5,3047,600,rapid,win,B13,B,black,0
2643,2500,143,16,39,-23,20,11.31,3043,600,rapid,win,D34,D,white,0
2500,2643,143,35,39,-4,20,7.02,2100,600,rapid,loss,D34,D,black,0
2640,2462,178,15,39,-24,81,6.51,3040,600,rapid,win,E18,E,white,0
2462,2640,178,28,39,-11,81,6.9,2062,600,rapid,loss,E18,E,black,0
2515,2636,121,44,39,5,19,7.41,2115,600,rapid,loss,B13,B,white,0
2636,2515,121,9,39,-30,19,7.02,3036,600,rapid,win,B13,B,black,0
2642,2672,30,39,39,0,49,11.38,2242,600,rapid,loss,A38,A,white,0
2672,2642,30,21,39,-18,49,5.4,3072,600,rapid,win,A38,A,black,0
2642,2443,199,21,39,-18,36,9.07,2642,600,rapid,draw,B21,B,white,0
2443,2642,199,20,39,-19,36,13.16,2443,600,rapid,draw,B21,B,black,0
2535,2637,102,39,39,0,33,6.44,2135,600,rapid,loss,B12,B,white,0
2637,2535,102,20,39,-19,33,10.61,3037,600,rapid,win,B12,B,black,0
2635,2405,230,43,39,4,20,7.88,3035,600,rapid,win,A00,A,white,0
2405,2635,230,91,39,52,20,21.11,2005,600,rapid,loss,A00,A,black,0
2363,2633,270,44,39,5,40,15.16,1963,600,rapid,loss,B12,B,white,0
2633,2363,270,20,39,-19,40,7.45,3033,600,rapid,win,B12,B,black,0
2629,2478,151,22,39,-17,62,8.0,3029,600,rapid,win,A37,A,white,0
2478,2629,151,22,39,-17,62,9.68,2078,600,rapid,loss,A37,A,black,0
2624,2589,35,9,39,-30,36,7.41,3024,600,rapid,win,D79,D,white,0
2589,2624,35,35,39,-4,36,9.22,2189,600,rapid,loss,D79,D,black,0
2390,2622,232,16,39,-23,65,9.23,1990,600,rapid,loss,B13,B,white,0
2622,2390,232,16,39,-23,65,6.88,3022,600,rapid,win,B13,B,black,0
2456,2624,168,21,39,-18,42,11.45,2456,600,rapid,draw,B14,B,white,0
2624,2456,168,24,39,-15,42,11.82,2624,600,rapid,draw,B14,B,black,0
2617,2392,225,28,39,-11,63,6.65,3017,600,rapid,win,A05,A,white,0
2392,2617,225,39,39,0,63,9.21,1992,600,rapid,loss,A05,A,black,0
2405,2614,209,40,39,1,57,9.47,2005,600,rapid,loss,A11,A,white,0
2614,2405,209,29,39,-10,57,7.4,3014,600,rapid,win,A11,A,black,0
2611,2403,208,13,39,-26,60,8.48,3011,600,rapid,win,A04,A,white,0
2403,2611,208,22,39,-17,60,8.58,2003,600,rapid,loss,A04,A,black,0
2606,2585,21,24,39,-15,44,11.07,3006,600,rapid,win,A07,A,white,0
2585,2606,21,34,39,-5,44,12.97,2185,600,rapid,loss,A07,A,black,0
2517,2601,84,38,39,-1,30,18.88,2117,600,rapid,loss,B17,B,white,0
2601,2517,84,16,39,-23,30,10.65,3001,600,rapid,win,B17,B,black,0
2608,2583,25,57,39,18,23,5.1,2208,600,rapid,loss,E05,E,white,0
2583,2608,25,13,39,-26,23,6.27,2983,600,rapid,win,E05,E,black,0
2617,2450,167,42,39,3,51,6.02,2217,600,rapid,loss,A38,A,white,0
2450,2617,167,24,39,-15,51,8.86,2850,600,rapid,win,A38,A,black,0
2612,2542,70,16,39,-23,58,7.43,3012,600,rapid,win,A05,A,white,0
2542,2612,70,33,39,-6,58,9.73,2142,600,rapid,loss,A05,A,black,0
2657,2611,46,6,39,-33,22,6.42,2657,600,rapid,draw,D32,D,white,0
2611,2657,46,13,39,-26,22,11.81,2611,600,rapid,draw,D32,D,black,0
2642,2604,38,17,39,-22,38,14.41,2242,600,rapid,loss,B14,B,white,0
2604,2642,38,8,39,-31,38,8.14,3004,600,rapid,win,B14,B,black,0
2606,2488,118,12,39,-27,60,5.09,2606,600,rapid,draw,A05,A,white,0
2488,2606,118,12,39,-27,60,4.76,2488,600,rapid,draw,A05,A,black,0
2601,2584,17,22,39,-17,60,8.38,3001,600,rapid,win,A07,A,white,0
2584,2601,17,24,39,-15,60,9.72,2184,600,rapid,loss,A07,A,black,0
2599,2333,266,33,39,-6,18,4.54,2999,600,rapid,win,B06,B,white,0
2333,2599,266,61,39,22,18,3.47,1933,600,rapid,loss,B06,B,black,0
2490,2606,116,13,39,-26,42,9.05,2890,600,rapid,win,A07,A,white,0
2606,2490,116,33,39,-6,42,5.42,2206,600,rapid,loss,A07,A,black,0
2432,2609,177,13,39,-26,65,8.51,2432,600,rapid,draw,A09,A,white,0
2609,2432,177,13,39,-26,65,6.21,2609,600,rapid,draw,A09,A,black,0
2618,2355,263,47,39,8,18,5.58,2218,600,rapid,loss,B21,B,white,0
2355,2618,263,9,39,-30,18,10.71,2755,600,rapid,win,B21,B,black,0
2632,2618,14,30,39,-9,86,11.36,2632,300,rapid,draw,B13,B,white,0
2618,2632,14,28,39,-11,86,7.88,2618,300,rapid,draw,B13,B,black,0
2358,2614,256,33,39,-6,35,11.66,1958,600,rapid,loss,B10,B,white,0
2614,2358,256,18,39,-21,35,6.17,3014,600,rapid,win,B10,B,black,0
2611,2385,226,21,39,-18,47,7.49,3011,600,rapid,win,C21,C,white,0
2385,2611,226,40,39,1,47,12.52,1985,600,rapid,loss,C21,C,black,0
2699,2615,84,4,39,-35,26,4.57,3099,600,rapid,win,B12,B,white,0
2615,2699,84,21,39,-18,26,5.47,2215,600,rapid,loss,B12,B,black,0
2530,2617,87,19,39,-20,57,9.74,2530,600,rapid,draw,B12,B,white,0
2617,2530,87,19,39,-20,57,9.37,2617,600,rapid,draw,B12,B,black,0
2620,2788,168,27,39,-12,42,10.38,2220,600,rapid,loss,A05,A,white,0
2788,2620,168,13,39,-26,42,9.44,3188,600,rapid,win,A05,A,black,0
2438,2617,179,22,39,-17,62,8.91,2038,600,rapid,loss,B11,B,white,0
2617,2438,179,7,39,-32,62,5.83,3017,600,rapid,win,B11,B,black,0
2618,2543,75,15,39,-24,58,7.76,2618,600,rapid,draw,A38,A,white,0
2543,2618,75,15,39,-24,58,9.53,2543,600,rapid,draw,A38,A,black,0
2552,2613,61,20,39,-19,28,10.93,2152,600,rapid,loss,E05,E,white,0
2613,2552,61,4,39,-35,28,4.41,3013,600,rapid,win,E05,E,black,0
2621,2538,83,38,39,-1,63,8.64,2221,600,rapid,loss,A14,A,white,0
2538,2621,83,22,39,-17,63,9.45,2938,600,rapid,win,A14,A,black,0
2714,2619,95,11,39,-28,77,7.66,2714,600,rapid,draw,A06,A,white,0
2619,2714,95,10,39,-29,77,6.77,2619,600,rapid,draw,A06,A,black,0
2614,2552,62,20,39,-19,36,10.57,3014,600,rapid,win,A05,A,white,0
2552,2614,62,35,39,-4,36,15.73,2152,600,rapid,loss,A05,A,black,0
2345,2612,267,42,39,3,26,12.83,1945,600,rapid,loss,B12,B,white,0
2612,2345,267,14,39,-25,26,8.83,3012,600,rapid,win,B12,B,black,0
2609,2435,174,17,39,-22,32,5.32,3009,600,rapid,win,A04,A,white,0
2435,2609,174,39,39,0,32,4.5,2035,600,rapid,loss,A04,A,black,0
2812,2611,201,15,39,-24,106,5.66,3212,600,rapid,win,A06,A,white,0
2611,2812,201,25,39,-14,106,5.66,2211,600,rapid,loss,A06,A,black,0
2601,2605,4,36,39,-3,36,16.52,2201,600,rapid,loss,B17,B,white,0
2605,2601,4,30,39,-9,36,8.65,3005,600,rapid,win,B17,B,black,0
2515,2601,86,44,39,5,41,10.08,2115,600,rapid,loss,D32,D,white,0
2601,2515,86,20,39,-19,41,6.3,3001,600,rapid,win,D32,D,black,0
1500,1159,341,37,84,-47,31,3.12,1900,1800,classical,win,B20,B,white,1
1159,1500,341,67,100,-33,31,0.0,759,1800,classical,loss,B20,B,black,0
1635,1649,14,11,75,-64,18,3.38,2035,300,blitz,win,D35,D,white,1
1649,1635,14,66,75,-9,18,5.63,1249,300,blitz,loss,D35,D,black,0
1622,1090,532,39,75,-36,32,7.68,2022,300,blitz,win,C00,C,white,0
1090,1622,532,72,100,-28,32,9.38,690,300,blitz,loss,C00,C,black,0
1611,1884,273,25,75,-50,33,4.87,2011,600,rapid,win,D01,D,white,1
1884,1611,273,42,70,-28,33,3.13,1484,600,rapid,loss,D01,D,black,0
1411,1930,519,17,84,-67,34,8.02,1811,600,rapid,win,C48,C,white,1
1930,1411,519,39,70,-31,34,5.59,1530,600,rapid,loss,C48,C,black,0
1685,1939,254,83,75,8,64,9.22,1685,600,rapid,draw,C44,C,white,0
1939,1685,254,69,70,-1,64,9.38,1939,600,rapid,draw,C44,C,black,0
1909,1586,323,51,70,-19,34,15.84,2309,600,rapid,win,B06,B,white,0
1586,1909,323,71,84,-13,34,8.82,1186,600,rapid,loss,B06,B,black,0
1595,1926,331,43,84,-41,49,8.15,1195,600,rapid,loss,C57,C,white,1
1926,1595,331,24,70,-46,49,8.73,2326,600,rapid,win,C57,C,black,1
1906,1751,155,7,70,-63,15,13.35,2306,600,rapid,win,B15,B,white,1
1751,1906,155,61,75,-14,15,11.28,1351,600,rapid,loss,B15,B,black,0
1895,1677,218,42,70,-28,31,14.11,2295,600,rapid,win,B32,B,white,0
1677,1895,218,64,75,-11,31,14.0,1277,600,rapid,loss,B32,B,black,0
1893,1357,536,67,70,-3,38,13.04,2293,600,rapid,win,B32,B,white,0
1357,1893,536,93,90,3,38,11.99,957,600,rapid,loss,B32,B,black,0
1961,1915,46,10,70,-60,12,3.82,2361,600,rapid,win,B30,B,white,1
1915,1961,46,91,70,21,12,12.3,1515,600,rapid,loss,B30,B,black,0
1905,1646,259,17,70,-53,43,6.07,2305,600,rapid,win,C44,C,white,1
1646,1905,259,29,75,-46,43,9.58,1246,600,rapid,loss,C44,C,black,1
1400,1901,501,58,84,-26,49,2.7,1000,600,rapid,loss,B50,B,white,0
1901,1400,501,37,70,-33,49,5.59,2301,600,rapid,win,B50,B,black,0
1597,1890,293,36,84,-48,24,25.0,1197,600,rapid,loss,D00,D,white,1
1890,1597,293,34,70,-36,24,8.76,2290,600,rapid,win,D00,D,black,0
1890,1101,789,18,70,-52,18,3.54,2290,600,rapid,win,C00,C,white,1
1101,1890,789,69,100,-31,18,3.99,701,600,rapid,loss,C00,C,black,0
2460,1441,1019,63,39,24,71,2.54,2060,180,blitz,loss,B71,B,white,0
1441,2460,1019,56,84,-28,71,2.48,1841,180,blitz,win,B71,B,black,0
2270,2495,225,13,39,-26,47,3.27,2670,180,blitz,win,D05,D,white,0
2495,2270,225,26,39,-13,47,3.83,2095,180,blitz,loss,D05,D,black,0
2483,2427,56,16,39,-23,30,3.51,2883,180,blitz,win,B27,B,white,0
2427,2483,56,31,39,-8,30,4.24,2027,180,blitz,loss,B27,B,black,0
2389,2490,101,53,39,14,28,3.63,1989,180,blitz,loss,A14,A,white,0
2490,2389,101,39,39,0,28,2.89,2890,180,blitz,win,A14,A,black,0
2495,2593,98,55,39,16,49,3.67,2095,180,blitz,loss,B07,B,white,0
2593,2495,98,34,39,-5,49,3.54,2993,180,blitz,win,B07,B,black,0
2490,2433,57,20,39,-19,30,3.59,2890,180,blitz,win,B06,B,white,0
2433,2490,57,50,39,11,30,4.67,2033,180,blitz,loss,B06,B,black,0
2478,2501,23,13,39,-26,23,3.24,2878,180,blitz,win,B06,B,white,0
2501,2478,23,27,39,-12,23,5.33,2101,180,blitz,loss,B06,B,black,0
2471,2430,41,38,39,-1,38,4.0,2871,180,blitz,win,B71,B,white,0
2430,2471,41,69,39,30,38,3.98,2030,180,blitz,loss,B71,B,black,0
2466,2537,71,36,39,-3,26,6.25,2866,180,blitz,win,C11,C,white,0
2537,2466,71,73,39,34,26,5.62,2137,180,blitz,loss,C11,C,black,0
2393,2461,68,29,39,-10,37,4.87,1993,180,blitz,loss,C42,C,white,0
2461,2393,68,14,39,-25,37,3.97,2861,180,blitz,win,C42,C,black,0
2460,2370,90,112,39,73,33,4.61,2060,180,blitz,loss,B06,B,white,0
2370,2460,90,82,39,43,33,5.23,2770,180,blitz,win,B06,B,black,0
2452,2336,116,30,39,-9,22,4.75,2852,180,blitz,win,C57,C,white,0
2336,2452,116,74,39,35,22,4.03,1936,180,blitz,loss,C57,C,black,0
1597,1597,0,39,84,-45,21,28.57,1197,600,rapid,loss,C42,C,white,1
1597,1597,0,37,84,-47,21,15.24,1997,600,rapid,win,C42,C,black,1
1621,1394,227,36,75,-39,32,2.92,2021,180,blitz,win,C00,C,white,0
1394,1621,227,60,90,-30,32,4.37,994,180,blitz,loss,C00,C,black,0
1383,1574,191,26,90,-64,19,9.48,983,180,blitz,loss,C23,C,white,1
1574,1383,191,16,84,-68,19,2.11,1974,180,blitz,win,C23,C,black,1
1597,1206,391,79,84,-5,20,3.02,1197,180,blitz,loss,B00,B,white,0
1206,1597,391,38,90,-52,20,3.61,1606,180,blitz,win,B00,B,black,1
1463,1818,355,34,84,-50,28,339.19,1063,30,rapid,loss,C25,C,white,1
1818,1463,355,14,70,-56,28,12.88,2218,30,rapid,win,C25,C,black,1
1786,1614,172,32,75,-43,44,12.61,2186,0,rapid,win,C23,C,white,1
1614,1786,172,56,75,-19,44,5.64,1214,0,rapid,loss,C23,C,black,0
1611,1664,53,47,75,-28,19,38.87,2011,1200,classical,win,C40,C,white,0
1664,1611,53,97,75,22,19,54.96,1264,1200,classical,loss,C40,C,black,0
1688,1635,53,48,75,-27,36,36.05,1288,1200,classical,loss,C68,C,white,0
1635,1688,53,24,75,-51,36,20.59,2035,1200,classical,win,C68,C,black,1
1500,1643,143,63,84,-21,33,14.88,1900,1800,classical,win,D02,D,white,0
1643,1500,143,97,75,22,33,8.41,1243,1800,classical,loss,D02,D,black,0
1608,1635,27,48,75,-27,24,16.75,2008,1500,classical,win,A28,A,white,0
1635,1608,27,90,75,15,24,11.89,1235,1500,classical,loss,A28,A,black,0
1709,1744,35,41,75,-34,69,9.83,2109,1500,classical,win,D20,D,white,0
1744,1709,35,53,75,-22,69,11.68,1344,1500,classical,loss,D20,D,black,0
1840,1537,303,38,70,-32,20,18.85,2240,1800,classical,win,C50,C,white,0
1537,1840,303,90,84,6,20,25.41,1137,1800,classical,loss,C50,C,black,0
1894,1578,316,25,70,-45,21,11.19,2294,1500,classical,win,B20,B,white,1
1578,1894,316,70,84,-14,21,27.61,1178,1500,classical,loss,B20,B,black,0
1920,1968,48,65,70,-5,32,38.52,1520,1200,classical,loss,B20,B,white,0
1968,1920,48,32,70,-38,32,70.98,2368,1200,classical,win,B20,B,black,0
1598,1908,310,64,84,-20,27,15.3,1198,1200,classical,loss,D00,D,white,0
1908,1598,310,27,70,-43,27,15.78,2308,1200,classical,win,D00,D,black,1
1092,1907,815,78,100,-22,35,0.0,692,300,classical,loss,C50,C,white,0
1907,1092,815,51,70,-19,35,2.31,2307,300,classical,win,C50,C,black,0
1856,1621,235,86,70,16,27,74.13,2256,1800,classical,win,B01,B,white,0
1621,1856,235,125,75,50,27,34.16,1221,1800,classical,loss,B01,B,black,0
1831,1656,175,46,70,-24,31,8.84,2231,1200,classical,win,C00,C,white,0
1656,1831,175,81,75,6,31,18.93,1256,1200,classical,loss,C00,C,black,0
1949,1616,333,35,70,-35,20,20.89,2349,1200,classical,win,B20,B,white,0
1616,1949,333,81,75,6,20,34.3,1216,1200,classical,loss,B20,B,black,0
1754,1876,122,104,75,29,30,6.79,1354,900,classical,loss,C24,C,white,0
1876,1754,122,74,70,4,30,7.33,2276,900,classical,win,C24,C,black,0
2122,1942,180,151,39,112,36,3.38,1722,180,blitz,loss,B23,B,white,0
1942,2122,180,127,70,57,36,4.55,2342,180,blitz,win,B23,B,black,0
2202,1896,306,40,39,1,20,1.51,2602,180,blitz,win,D10,D,white,0
1896,2202,306,81,70,11,20,2.77,1496,180,blitz,loss,D10,D,black,0
1894,2209,315,82,70,12,24,5.51,1494,180,blitz,loss,C00,C,white,0
2209,1894,315,40,39,1,24,3.52,2609,180,blitz,win,C00,C,black,0
1962,1886,76,42,70,-28,30,3.33,2362,180,blitz,win,D00,D,white,0
1886,1962,76,67,70,-3,30,6.0,1486,180,blitz,loss,D00,D,black,0
1890,1034,856,14,70,-56,24,4.16,2290,180,blitz,win,B02,B,white,1
1034,1890,856,52,100,-48,24,4.12,634,180,blitz,loss,B02,B,black,1
1518,1902,384,14,84,-70,30,3.88,1918,180,blitz,win,B21,B,white,1
1902,1518,384,47,70,-23,30,4.27,1502,180,blitz,loss,B21,B,black,0
1903,1631,272,76,70,6,33,5.46,1503,180,blitz,loss,C30,C,white,0
1631,1903,272,54,75,-21,33,4.7,2031,180,blitz,win,C30,C,black,0
1900,2037,137,54,70,-16,26,7.19,1500,180,blitz,loss,B32,B,white,0
2037,1900,137,17,39,-22,26,4.2,2437,180,blitz,win,B32,B,black,0
1169,1896,727,63,100,-37,30,6.05,769,600,rapid,loss,unknown,unknown,white,0
1896,1169,727,27,70,-43,30,8.29,2296,600,rapid,win,unknown,unknown,black,1
1554,2111,557,36,84,-48,28,17.26,1154,600,rapid,loss,unknown,unknown,white,1
2111,1554,557,11,39,-28,28,16.99,2511,600,rapid,win,unknown,unknown,black,0
2157,1989,168,91,39,52,37,34.23,1757,0,rapid,loss,B06,B,white,0
1989,2157,168,73,70,3,37,16.96,2389,0,rapid,win,B06,B,black,0
2189,1884,305,107,39,68,30,17.65,1789,600,rapid,loss,D02,D,white,0
1884,2189,305,74,70,4,30,13.56,2284,600,rapid,win,D02,D,black,0
2017,2177,160,61,39,22,31,8.56,1617,600,rapid,loss,D91,D,white,0
2177,2017,160,30,39,-9,31,15.77,2577,600,rapid,win,D91,D,black,0
2170,1857,313,20,39,-19,39,14.26,2570,600,rapid,win,C00,C,white,0
1857,2170,313,45,70,-25,39,14.66,1457,600,rapid,loss,C00,C,black,0
1933,2177,244,72,70,2,30,7.81,1533,600,rapid,loss,A02,A,white,0
2177,1933,244,39,39,0,30,11.17,2577,600,rapid,win,A02,A,black,0
2141,2072,69,59,39,20,36,14.56,2541,600,rapid,win,A01,A,white,0
2072,2141,69,63,39,24,36,16.67,1672,600,rapid,loss,A01,A,black,0
1830,2138,308,49,70,-21,32,7.1,1430,600,rapid,loss,B70,B,white,0
2138,1830,308,17,39,-22,32,8.59,2538,600,rapid,win,B70,B,black,0
2065,2109,44,73,39,34,30,11.44,1665,600,rapid,loss,A02,A,white,0
2109,2065,44,39,39,0,30,9.06,2509,600,rapid,win,A02,A,black,0
2079,2061,18,30,39,-9,36,6.55,2479,600,rapid,win,A01,A,white,0
2061,2079,18,59,39,20,36,6.06,1661,600,rapid,loss,A01,A,black,0
1992,2090,98,24,70,-46,40,10.74,2392,600,rapid,win,A01,A,white,1
2090,1992,98,49,39,10,40,11.89,1690,600,rapid,loss,A01,A,black,0
1830,1822,8,60,70,-10,34,8.28,1430,600,rapid,loss,D85,D,white,0
1822,1830,8,32,70,-38,34,10.17,2222,600,rapid,win,D85,D,black,0
1695,1692,3,33,75,-42,26,12.45,2095,600,rapid,win,D31,D,white,1
1692,1695,3,72,75,-3,26,11.05,1292,600,rapid,loss,D31,D,black,0
2022,1954,68,12,39,-27,20,22.68,2422,1800,classical,win,D74,D,white,0
1954,2022,68,39,70,-31,20,22.26,1554,1800,classical,loss,D74,D,black,0
1500,1679,179,28,84,-56,25,30.96,1900,1800,classical,win,A01,A,white,1
1679,1500,179,70,75,-5,25,10.75,1279,1800,classical,loss,A01,A,black,0
760,656,104,148,105,43,16,4.43,360,300,blitz,loss,B10,B,white,0
656,760,104,100,105,-5,16,9.52,1056,300,blitz,win,B10,B,black,0
763,851,88,134,105,29,25,12.0,363,300,blitz,loss,C45,C,white,0
851,763,88,115,105,10,25,5.36,1251,300,blitz,win,C45,C,black,0
1408,769,639,12,84,-72,8,4.87,1808,180,blitz,win,C54,C,white,1
769,1408,639,135,105,30,8,6.53,369,180,blitz,loss,C54,C,black,0
1102,923,179,67,100,-33,30,14.59,1502,600,rapid,win,B20,B,white,0
923,1102,179,81,105,-24,30,12.89,523,600,rapid,loss,B20,B,black,0
1104,1187,83,93,100,-7,22,39.9,704,1800,classical,loss,B20,B,white,0
1187,1104,83,70,100,-30,22,13.44,1587,1800,classical,win,B20,B,black,0
1120,1175,55,111,100,11,28,17.92,720,1800,classical,loss,C40,C,white,0
1175,1120,55,75,100,-25,28,17.31,1575,1800,classical,win,C40,C,black,0
1088,1111,23,24,100,-76,7,10.41,1488,1800,classical,win,C45,C,white,1
1111,1088,23,15,100,-85,7,28.99,711,1800,classical,loss,C45,C,black,1
1162,1257,95,34,100,-66,19,12.13,762,1800,classical,loss,C50,C,white,1
1257,1162,95,76,90,-14,19,26.76,1657,1800,classical,win,C50,C,black,0
1174,1177,3,45,100,-55,28,17.51,774,1200,classical,loss,C47,C,white,1
1177,1174,3,48,100,-52,28,10.87,1577,1200,classical,win,C47,C,black,1
1165,1119,46,67,100,-33,18,8.75,1565,1200,classical,win,C55,C,white,0
1119,1165,46,94,100,-6,18,0.0,719,1200,classical,loss,C55,C,black,0
1166,2201,1035,62,100,-38,20,21.16,766,1200,classical,loss,C50,C,white,0
2201,1166,1035,14,39,-25,20,11.23,2601,1200,classical,win,C50,C,black,0
1125,1120,5,77,100,-23,26,18.91,725,1800,classical,loss,C29,C,white,0
1120,1125,5,36,100,-64,26,12.01,1520,1800,classical,win,C29,C,black,1
1145,1177,32,45,100,-55,26,28.76,1545,1800,classical,win,C40,C,white,1
1177,1145,32,80,100,-20,26,17.0,777,1800,classical,loss,C40,C,black,0
1171,1144,27,91,100,-9,33,37.74,1571,1800,classical,win,C42,C,white,0
1144,1171,27,119,100,19,33,38.86,744,1800,classical,loss,C42,C,black,0
1915,1868,47,86,70,16,34,5.33,1515,180,blitz,loss,B00,B,white,0
1868,1915,47,53,70,-17,34,6.02,2268,180,blitz,win,B00,B,black,0
1879,1472,407,97,70,27,19,5.51,1479,180,blitz,loss,A10,A,white,0
1472,1879,407,92,84,8,19,5.22,1872,180,blitz,win,A10,A,black,0
1890,1334,556,80,70,10,26,6.34,1490,180,blitz,loss,A10,A,white,0
1334,1890,556,71,90,-19,26,6.32,1734,180,blitz,win,A10,A,black,0
1891,1839,52,26,70,-44,27,3.92,2291,300,blitz,win,A15,A,white,1
1839,1891,52,64,70,-6,27,2.92,1439,300,blitz,loss,A15,A,black,0
1870,1862,8,47,70,-23,26,5.8,1470,300,blitz,loss,B00,B,white,0
1862,1870,8,24,70,-46,26,6.14,2262,300,blitz,win,B00,B,black,1
1847,1856,9,103,70,33,42,7.42,1447,180,blitz,loss,B00,B,white,0
1856,1847,9,80,70,10,42,5.03,2256,180,blitz,win,B00,B,black,0
1857,1840,17,78,70,8,30,9.37,1457,180,blitz,loss,B00,B,white,0
1840,1857,17,48,70,-22,30,3.97,2240,180,blitz,win,B00,B,black,0
1842,1833,9,19,70,-51,22,3.5,2242,180,blitz,win,B45,B,white,1
1833,1842,9,62,70,-8,22,6.85,1433,180,blitz,loss,B45,B,black,0
1810,1831,21,69,70,-1,32,7.95,1410,300,blitz,loss,C02,C,white,0
1831,1810,21,37,70,-33,32,5.94,2231,300,blitz,win,C02,C,black,0
1828,1808,20,25,70,-45,20,7.48,2228,300,blitz,win,C61,C,white,1
1808,1828,20,76,70,6,20,5.74,1408,300,blitz,loss,C61,C,black,0
1995,2077,82,68,70,-2,31,8.34,1595,600,rapid,loss,B08,B,white,0
2077,1995,82,51,39,12,31,5.59,2477,600,rapid,win,B08,B,black,0
2190,2069,121,56,39,17,35,7.98,1790,600,rapid,loss,C00,C,white,0
2069,2190,121,33,39,-6,35,11.29,2469,600,rapid,win,C00,C,black,0
2070,2113,43,58,39,19,21,8.04,1670,600,rapid,loss,C80,C,white,0
2113,2070,43,11,39,-28,21,4.6,2513,600,rapid,win,C80,C,black,0
2205,2080,125,14,39,-25,23,6.83,2605,600,rapid,win,C13,C,white,0
2080,2205,125,42,39,3,23,6.77,1680,600,rapid,loss,C13,C,black,0
2074,2045,29,32,39,-7,35,7.26,2474,600,rapid,win,A00,A,white,0
2045,2074,29,62,39,23,35,12.75,1645,600,rapid,loss,A00,A,black,0
2218,2061,157,50,39,11,35,6.87,1818,600,rapid,loss,A03,A,white,0
2061,2218,157,22,39,-17,35,5.6,2461,600,rapid,win,A03,A,black,0
1949,2048,99,49,70,-21,27,18.78,1549,600,rapid,loss,A46,A,white,0
2048,1949,99,25,39,-14,27,7.21,2448,600,rapid,win,A46,A,black,0
2042,2045,3,18,39,-21,34,12.48,2442,600,rapid,win,A29,A,white,0
2045,2042,3,46,39,7,34,16.27,1645,600,rapid,loss,A29,A,black,0
1982,2031,49,81,70,11,33,7.25,1582,600,rapid,loss,E73,E,white,0
2031,1982,49,57,39,18,33,8.44,2431,600,rapid,win,E73,E,black,0
1560,2030,470,59,84,-25,36,16.57,1160,600,rapid,loss,B00,B,white,0
2030,1560,470,39,39,0,36,10.74,2430,600,rapid,win,B00,B,black,0
2032,2264,232,62,39,23,30,9.75,1632,600,rapid,loss,D00,D,white,0
2264,2032,232,30,39,-9,30,7.9,2664,600,rapid,win,D00,D,black,0
2040,1727,313,43,39,4,31,4.48,2440,600,rapid,win,B50,B,white,0
1727,2040,313,65,75,-10,31,6.86,1327,600,rapid,loss,B50,B,black,0
2039,2063,24,20,39,-19,19,4.42,2439,600,rapid,win,B30,B,white,0
2063,2039,24,68,39,29,19,4.98,1663,600,rapid,loss,B30,B,black,0
1997,2039,42,24,70,-46,58,8.61,1997,600,rapid,draw,A46,A,white,1
2039,1997,42,24,39,-15,58,6.17,2039,600,rapid,draw,A46,A,black,0
1955,2035,80,68,70,-2,25,5.78,1555,600,rapid,loss,A10,A,white,0
2035,1955,80,28,39,-11,25,5.78,2435,600,rapid,win,A10,A,black,0
2113,2020,93,83,39,44,33,8.85,1713,600,rapid,loss,B07,B,white,0
2020,2113,93,59,39,20,33,9.31,2420,600,rapid,win,B07,B,black,0
2024,2021,3,24,39,-15,52,9.82,2024,600,rapid,draw,C44,C,white,0
2021,2024,3,23,39,-16,52,20.34,2021,600,rapid,draw,C44,C,black,0
2053,2041,12,53,39,14,38,31.73,2053,600,rapid,draw,C05,C,white,0
2041,2053,12,52,39,13,38,17.62,2041,600,rapid,draw,C05,C,black,0
2036,2002,34,30,39,-9,23,5.53,2436,600,rapid,win,C44,C,white,0
2002,2036,34,53,39,14,23,14.06,1602,600,rapid,loss,C44,C,black,0
1934,1876,58,88,70,18,39,6.53,1534,1200,classical,loss,C44,C,white,0
1876,1934,58,61,70,-9,39,10.31,2276,1200,classical,win,C44,C,black,0
1905,1950,45,48,70,-22,38,13.17,2305,1200,classical,win,B07,B,white,0
1950,1905,45,76,70,6,38,8.57,1550,1200,classical,loss,B07,B,black,0
1945,1652,293,20,70,-50,31,38.82,2345,1200,classical,win,A06,A,white,1
1652,1945,293,50,75,-25,31,140.8,1252,1200,classical,loss,A06,A,black,0
1581,1958,377,48,84,-36,24,9.23,1181,1200,classical,loss,A46,A,white,0
1958,1581,377,23,70,-47,24,3.93,2358,1200,classical,win,A46,A,black,1
